id,ticker,asset_type,signal,confidence,entry_date,entry_price,exit_date,exit_price,pnl_pct,correct,evaluated,is_demo
4fa27aa6,NVDA,stock,BUY,8,2026-02-21T00:00:00+00:00,191.5396,2026-02-22,191.5396,0.0,False,True,True
b653a603,TSLA,stock,SELL,8,2026-02-21T00:00:00+00:00,399.83,2026-02-22,399.83,-0.0,False,True,True
398e6451,MSFT,stock,BUY,7,2026-02-21T00:00:00+00:00,384.47,2026-02-22,384.47,0.0,False,True,True
bb156007,BTC,crypto,SELL,8,2026-02-21T00:00:00+00:00,68003.7656,2026-02-22,67659.3906,0.5064,True,True,True
1668513e,ETH,crypto,BUY,8,2026-02-21T00:00:00+00:00,1973.7372,2026-02-22,1957.8059,-0.8072,False,True,True
75e51ef5,SOL,crypto,SELL,6,2026-02-21T00:00:00+00:00,85.2111,2026-02-22,82.791,2.8401,True,True,True
9b673fc2,XRP,crypto,SELL,8,2026-02-21T00:00:00+00:00,1.4317,2026-02-22,1.3931,2.6961,True,True,True
56ef8d37,NVDA,stock,BUY,8,2026-02-22T00:00:00+00:00,191.5396,2026-02-23,191.5396,0.0,False,True,True
9cab0039,ETH,crypto,BUY,8,2026-02-22T00:00:00+00:00,1957.8059,2026-02-23,1855.5028,-5.2254,False,True,True
e70309b0,SOL,crypto,SELL,6,2026-02-22T00:00:00+00:00,82.791,2026-02-23,77.7533,6.0848,True,True,True
6d94a0c2,BNB,crypto,BUY,7,2026-02-22T00:00:00+00:00,614.4067,2026-02-23,595.8651,-3.0178,False,True,True
fe5a56a2,AAPL,stock,BUY,9,2026-02-23T00:00:00+00:00,266.18,2026-02-24,272.14,2.2391,True,True,True
c3f6499d,TSLA,stock,SELL,8,2026-02-23T00:00:00+00:00,399.83,2026-02-24,409.38,-2.3885,False,True,True
d8d783da,BTC,crypto,BUY,6,2026-02-23T00:00:00+00:00,64616.7383,2026-02-24,64080.043,-0.8306,False,True,True
d4013ddd,ETH,crypto,SELL,10,2026-02-23T00:00:00+00:00,1855.5028,2026-02-24,1852.9695,0.1365,True,True,True
70c84cee,SOL,crypto,BUY,8,2026-02-23T00:00:00+00:00,77.7533,2026-02-24,79.0365,1.6503,True,True,True
f57d793f,BNB,crypto,SELL,7,2026-02-23T00:00:00+00:00,595.8651,2026-02-24,584.1098,1.9728,True,True,True
8e145f11,XRP,crypto,BUY,9,2026-02-23T00:00:00+00:00,1.3516,2026-02-24,1.3489,-0.1998,False,True,True
0158caf9,AAPL,stock,BUY,8,2026-02-24T00:00:00+00:00,272.14,2026-02-25,274.23,0.768,True,True,True
771f028e,NVDA,stock,SELL,7,2026-02-24T00:00:00+00:00,192.8396,2026-02-25,195.5494,-1.4052,False,True,True
6858a981,TSLA,stock,BUY,8,2026-02-24T00:00:00+00:00,409.38,2026-02-25,417.4,1.9591,True,True,True
812f4379,SOL,crypto,SELL,6,2026-02-24T00:00:00+00:00,79.0365,2026-02-25,87.9156,-11.2342,False,True,True
086f025b,XRP,crypto,BUY,9,2026-02-24T00:00:00+00:00,1.3489,2026-02-25,1.4337,6.2866,True,True,True
6fb62560,NVDA,stock,SELL,8,2026-02-25T00:00:00+00:00,195.5494,2026-02-26,184.88,5.4561,True,True,True
f0747708,MSFT,stock,BUY,10,2026-02-25T00:00:00+00:00,400.6,2026-02-26,401.72,0.2796,True,True,True
187be023,AMD,stock,SELL,6,2026-02-25T00:00:00+00:00,210.86,2026-02-26,203.68,3.4051,True,True,True
70cdf78c,BTC,crypto,SELL,7,2026-02-25T00:00:00+00:00,67960.125,2026-02-26,67453.7734,0.7451,True,True,True
9a85e888,SOL,crypto,BUY,9,2026-02-25T00:00:00+00:00,87.9156,2026-02-26,85.9091,-2.2823,False,True,True
f2cf9fd6,BNB,crypto,BUY,8,2026-02-25T00:00:00+00:00,629.0726,2026-02-26,625.9132,-0.5022,False,True,True
28928e40,XRP,crypto,SELL,9,2026-02-25T00:00:00+00:00,1.4337,2026-02-26,1.402,2.2111,True,True,True
3ee258f4,AAPL,stock,BUY,7,2026-02-26T00:00:00+00:00,272.95,2026-02-27,264.18,-3.213,False,True,True
c0013008,TSLA,stock,SELL,9,2026-02-26T00:00:00+00:00,408.58,2026-02-27,402.51,1.4856,True,True,True
2ef7372a,MSFT,stock,BUY,10,2026-02-26T00:00:00+00:00,401.72,2026-02-27,392.74,-2.2354,False,True,True
347cc10f,AMD,stock,SELL,6,2026-02-26T00:00:00+00:00,203.68,2026-02-27,200.21,1.7037,True,True,True
ec459661,BTC,crypto,SELL,8,2026-02-26T00:00:00+00:00,67453.7734,2026-02-27,65881.7969,2.3305,True,True,True
372e972d,SOL,crypto,BUY,6,2026-02-26T00:00:00+00:00,85.9091,2026-02-27,81.9515,-4.6067,False,True,True
ba3d059b,XRP,crypto,BUY,7,2026-02-26T00:00:00+00:00,1.402,2026-02-27,1.3559,-3.2882,False,True,True
0ef9c216,AAPL,stock,BUY,7,2026-02-27T00:00:00+00:00,264.18,2026-02-28,264.72,0.2044,True,True,True
c76d7742,NVDA,stock,BUY,7,2026-02-27T00:00:00+00:00,177.1804,2026-02-28,182.4701,2.9855,True,True,True
d39501f9,AMD,stock,BUY,7,2026-02-27T00:00:00+00:00,200.21,2026-02-28,198.62,-0.7942,False,True,True
56d6e154,ETH,crypto,BUY,9,2026-02-27T00:00:00+00:00,1930.7618,2026-02-28,1965.0505,1.7759,True,True,True
b63fd2dc,SOL,crypto,BUY,9,2026-02-27T00:00:00+00:00,81.9515,2026-02-28,84.3662,2.9465,True,True,True
cda4a6dc,BNB,crypto,BUY,6,2026-02-27T00:00:00+00:00,613.9695,2026-02-28,617.2464,0.5337,True,True,True
f3627c26,XRP,crypto,SELL,10,2026-02-27T00:00:00+00:00,1.3559,2026-02-28,1.3772,-1.5709,False,True,True
e44dafb2,AAPL,stock,BUY,9,2026-02-28T00:00:00+00:00,264.72,2026-03-01,264.72,0.0,False,True,True
04b77028,TSLA,stock,SELL,9,2026-02-28T00:00:00+00:00,403.32,2026-03-01,403.32,-0.0,False,True,True
53397dd8,MSFT,stock,BUY,10,2026-02-28T00:00:00+00:00,398.55,2026-03-01,398.55,0.0,False,True,True
718b7c67,ETH,crypto,SELL,10,2026-02-28T00:00:00+00:00,1965.0505,2026-03-01,1939.0667,1.3223,True,True,True
36081617,SOL,crypto,SELL,6,2026-02-28T00:00:00+00:00,84.3662,2026-03-01,83.5777,0.9346,True,True,True
e535343a,BNB,crypto,SELL,7,2026-02-28T00:00:00+00:00,617.2464,2026-03-01,618.1072,-0.1395,False,True,True
79245e65,XRP,crypto,BUY,9,2026-02-28T00:00:00+00:00,1.3772,2026-03-01,1.3517,-1.8516,False,True,True
981e355f,AAPL,stock,BUY,9,2026-03-01T00:00:00+00:00,264.72,2026-03-02,264.72,0.0,False,True,True
1c4d9711,NVDA,stock,BUY,7,2026-03-01T00:00:00+00:00,182.4701,2026-03-02,182.4701,0.0,False,True,True
8acb42f6,TSLA,stock,BUY,6,2026-03-01T00:00:00+00:00,403.32,2026-03-02,403.32,0.0,False,True,True
f136b26e,MSFT,stock,BUY,9,2026-03-01T00:00:00+00:00,398.55,2026-03-02,398.55,0.0,False,True,True
f2709b21,AMD,stock,BUY,7,2026-03-01T00:00:00+00:00,198.62,2026-03-02,198.62,0.0,False,True,True
cd0b5972,BTC,crypto,BUY,9,2026-03-01T00:00:00+00:00,65738.1016,2026-03-02,68775.8516,4.621,True,True,True
e10210b1,ETH,crypto,SELL,8,2026-03-01T00:00:00+00:00,1939.0667,2026-03-02,2027.2689,-4.5487,False,True,True
bfc5d526,SOL,crypto,SELL,9,2026-03-01T00:00:00+00:00,83.5777,2026-03-02,86.6345,-3.6574,False,True,True
4e504692,BNB,crypto,BUY,8,2026-03-01T00:00:00+00:00,618.1072,2026-03-02,637.2396,3.0953,True,True,True
dd7a82c2,XRP,crypto,SELL,7,2026-03-01T00:00:00+00:00,1.3517,2026-03-02,1.391,-2.9074,False,True,True
c3a530f9,AAPL,stock,BUY,7,2026-03-02T00:00:00+00:00,264.72,2026-03-03,263.75,-0.3664,False,True,True
01d4e441,NVDA,stock,BUY,8,2026-03-02T00:00:00+00:00,182.4701,2026-03-03,180.0403,-1.3316,False,True,True
3ce69659,TSLA,stock,BUY,6,2026-03-02T00:00:00+00:00,403.32,2026-03-03,392.43,-2.7001,False,True,True
6c32c59a,MSFT,stock,BUY,8,2026-03-02T00:00:00+00:00,398.55,2026-03-03,403.93,1.3499,True,True,True
83f87e06,AMD,stock,BUY,7,2026-03-02T00:00:00+00:00,198.62,2026-03-03,190.95,-3.8616,False,True,True
46239559,BTC,crypto,SELL,9,2026-03-02T00:00:00+00:00,68775.8516,2026-03-03,68293.6484,0.7011,True,True,True
e733cc1f,ETH,crypto,SELL,10,2026-03-02T00:00:00+00:00,2027.2689,2026-03-03,1982.7689,2.1951,True,True,True
636f2cff,BNB,crypto,BUY,8,2026-03-02T00:00:00+00:00,637.2396,2026-03-03,633.8309,-0.5349,False,True,True
96595949,AAPL,stock,SELL,8,2026-03-03T00:00:00+00:00,263.75,2026-03-04,262.52,0.4664,True,True,True
719e80aa,NVDA,stock,BUY,7,2026-03-03T00:00:00+00:00,180.0403,2026-03-04,183.0301,1.6606,True,True,True
dd42a7a0,TSLA,stock,BUY,7,2026-03-03T00:00:00+00:00,392.43,2026-03-04,405.94,3.4427,True,True,True
2d7167c5,MSFT,stock,BUY,8,2026-03-03T00:00:00+00:00,403.93,2026-03-04,405.2,0.3144,True,True,True
db6ad1ff,AMD,stock,SELL,8,2026-03-03T00:00:00+00:00,190.95,2026-03-04,202.07,-5.8235,False,True,True
19b51271,BTC,crypto,BUY,7,2026-03-03T00:00:00+00:00,68293.6484,2026-03-04,72710.5781,6.4676,True,True,True
33f53e31,AAPL,stock,SELL,6,2026-03-04T00:00:00+00:00,262.52,2026-03-05,260.29,0.8495,True,True,True
45c3eaec,TSLA,stock,SELL,8,2026-03-04T00:00:00+00:00,405.94,2026-03-05,405.55,0.0961,True,True,True
e403568d,MSFT,stock,SELL,7,2026-03-04T00:00:00+00:00,405.2,2026-03-05,410.68,-1.3524,False,True,True
e563a59f,XRP,crypto,BUY,6,2026-03-04T00:00:00+00:00,1.4302,2026-03-05,1.4031,-1.8948,False,True,True
4eed87b6,TSLA,stock,SELL,9,2026-03-05T00:00:00+00:00,405.55,2026-03-06,396.73,2.1748,True,True,True
91c9a608,MSFT,stock,BUY,8,2026-03-05T00:00:00+00:00,410.68,2026-03-06,408.96,-0.4188,False,True,True
ee595755,AMD,stock,BUY,7,2026-03-05T00:00:00+00:00,199.45,2026-03-06,192.43,-3.5197,False,True,True
8eaf9a2f,BTC,crypto,BUY,10,2026-03-05T00:00:00+00:00,70841.125,2026-03-06,68136.4922,-3.8179,False,True,True
3d6a70d9,ETH,crypto,BUY,7,2026-03-05T00:00:00+00:00,2071.6055,2026-03-06,1978.7512,-4.4822,False,True,True
b4cc7172,BNB,crypto,BUY,6,2026-03-05T00:00:00+00:00,647.6259,2026-03-06,627.2734,-3.1426,False,True,True
